"","YearEnd","LocationDesc","Question","Data_Value","Age(years)"
"10953",2016,"Alaska","Percent of adults aged 18 years and older who have obesity",35,"45 - 54"
"10954",2016,"Massachusetts","Percent of adults aged 18 years and older who have obesity",25.1,"65 or older"
"10955",2016,"Iowa","Percent of adults who engage in no leisure-time physical activity",31.6,"65 or older"
"10956",2016,"Mississippi","Percent of adults who engage in no leisure-time physical activity",38.2,"55 - 64"
"10957",2016,"District of Columbia","Percent of adults aged 18 years and older who have an overweight classification",21.9,"18 - 24"
"10958",2016,"New Mexico","Percent of adults aged 18 years and older who have an overweight classification",23.7,"18 - 24"
"10959",2016,"New Hampshire","Percent of adults aged 18 years and older who have an overweight classification",26.4,"18 - 24"
"10960",2016,"District of Columbia","Percent of adults aged 18 years and older who have an overweight classification",33.3,"35 - 44"
"10961",2016,"Alaska","Percent of adults aged 18 years and older who have obesity",30,"55 - 64"
"10962",2016,"Washington","Percent of adults aged 18 years and older who have an overweight classification",36.1,"45 - 54"
"10963",2016,"Virginia","Percent of adults aged 18 years and older who have an overweight classification",40.4,"65 or older"
"10964",2016,"Texas","Percent of adults who engage in no leisure-time physical activity",14.7,"18 - 24"
"10965",2016,"Mississippi","Percent of adults aged 18 years and older who have an overweight classification",35.7,"55 - 64"
"10966",2016,"Maryland","Percent of adults aged 18 years and older who have obesity",16.3,"18 - 24"
"10967",2016,"Missouri","Percent of adults aged 18 years and older who have obesity",36.3,"45 - 54"
"10968",2016,"Minnesota","Percent of adults aged 18 years and older who have an overweight classification",35.4,"25 - 34"
"10969",2016,"Delaware","Percent of adults aged 18 years and older who have obesity",26.5,"25 - 34"
"10970",2016,"New York","Percent of adults aged 18 years and older who have an overweight classification",37.7,"35 - 44"
"10971",2016,"Kentucky","Percent of adults who engage in no leisure-time physical activity",22.8,"25 - 34"
"10972",2016,"South Carolina","Percent of adults who engage in no leisure-time physical activity",34.9,"65 or older"
"10973",2016,"Kansas","Percent of adults aged 18 years and older who have an overweight classification",28.5,"18 - 24"
"10974",2016,"Ohio","Percent of adults aged 18 years and older who have an overweight classification",38.5,"65 or older"
"10975",2016,"South Dakota","Percent of adults who engage in no leisure-time physical activity",16.5,"35 - 44"
"10976",2016,"Texas","Percent of adults aged 18 years and older who have an overweight classification",36.7,"55 - 64"
"10977",2016,"Pennsylvania","Percent of adults aged 18 years and older who have an overweight classification",40.5,"65 or older"
"10978",2016,"Wisconsin","Percent of adults aged 18 years and older who have obesity",27.1,"25 - 34"
"10979",2016,"Minnesota","Percent of adults who engage in no leisure-time physical activity",26.5,"65 or older"
"10980",2016,"Alaska","Percent of adults aged 18 years and older who have an overweight classification",42.2,"55 - 64"
"10981",2016,"Texas","Percent of adults aged 18 years and older who have an overweight classification",36.1,"35 - 44"
"10982",2016,"Virginia","Percent of adults aged 18 years and older who have obesity",27.8,"65 or older"
"10983",2016,"Nevada","Percent of adults aged 18 years and older who have obesity",30.7,"45 - 54"
"10984",2016,"Ohio","Percent of adults who engage in no leisure-time physical activity",31.5,"55 - 64"
"10985",2016,"Ohio","Percent of adults who engage in no leisure-time physical activity",20.4,"35 - 44"
"10986",2016,"Connecticut","Percent of adults aged 18 years and older who have obesity",24.9,"65 or older"
"10987",2016,"District of Columbia","Percent of adults aged 18 years and older who have obesity",27,"35 - 44"
"10988",2016,"Iowa","Percent of adults aged 18 years and older who have an overweight classification",39.5,"45 - 54"
"10989",2016,"Tennessee","Percent of adults who engage in no leisure-time physical activity",34.3,"45 - 54"
"10990",2016,"West Virginia","Percent of adults who engage in no leisure-time physical activity",19.1,"18 - 24"
"10991",2016,"Florida","Percent of adults aged 18 years and older who have an overweight classification",38.1,"45 - 54"
"10992",2016,"Nevada","Percent of adults who engage in no leisure-time physical activity",25.9,"45 - 54"
"10993",2016,"Tennessee","Percent of adults aged 18 years and older who have obesity",41.3,"35 - 44"
"10994",2016,"Oregon","Percent of adults aged 18 years and older who have an overweight classification",19,"18 - 24"
"10995",2016,"Florida","Percent of adults aged 18 years and older who have obesity",32.6,"55 - 64"
"10996",2016,"Maine","Percent of adults aged 18 years and older who have obesity",25.8,"25 - 34"
"10997",2016,"North Dakota","Percent of adults who engage in no leisure-time physical activity",33.7,"65 or older"
"10998",2016,"District of Columbia","Percent of adults who engage in no leisure-time physical activity",13.9,"18 - 24"
"10999",2016,"Delaware","Percent of adults aged 18 years and older who have an overweight classification",38.8,"25 - 34"
"11000",2016,"Georgia","Percent of adults aged 18 years and older who have obesity",37.6,"55 - 64"
"11001",2016,"Idaho","Percent of adults aged 18 years and older who have an overweight classification",37.7,"25 - 34"
"11002",2016,"Indiana","Percent of adults aged 18 years and older who have obesity",30.6,"65 or older"
"11003",2016,"Louisiana","Percent of adults aged 18 years and older who have an overweight classification",34.8,"65 or older"
"11004",2016,"New Jersey","Percent of adults aged 18 years and older who have an overweight classification",33.1,"25 - 34"
"11005",2016,"Massachusetts","Percent of adults aged 18 years and older who have obesity",24.4,"35 - 44"
"11006",2016,"Illinois","Percent of adults aged 18 years and older who have obesity",36.9,"55 - 64"
"11007",2016,"Arkansas","Percent of adults aged 18 years and older who have obesity",39.6,"55 - 64"
"11008",2016,"North Dakota","Percent of adults aged 18 years and older who have an overweight classification",41.6,"65 or older"
"11009",2016,"Oklahoma","Percent of adults who engage in no leisure-time physical activity",29.7,"45 - 54"
"11010",2016,"Connecticut","Percent of adults aged 18 years and older who have obesity",30.2,"45 - 54"
"11011",2016,"Missouri","Percent of adults aged 18 years and older who have obesity",40.5,"55 - 64"
"11012",2016,"Ohio","Percent of adults aged 18 years and older who have obesity",37.5,"45 - 54"
"11013",2016,"Georgia","Percent of adults aged 18 years and older who have an overweight classification",34.1,"25 - 34"
"11014",2016,"Arizona","Percent of adults aged 18 years and older who have an overweight classification",39.1,"55 - 64"
"11015",2016,"Hawaii","Percent of adults aged 18 years and older who have obesity",30.3,"45 - 54"
"11016",2016,"Louisiana","Percent of adults aged 18 years and older who have an overweight classification",30,"35 - 44"
"11017",2016,"Louisiana","Percent of adults who engage in no leisure-time physical activity",31.6,"45 - 54"
"11018",2016,"West Virginia","Percent of adults aged 18 years and older who have obesity",43.2,"55 - 64"
"11019",2016,"Oregon","Percent of adults who engage in no leisure-time physical activity",10.6,"18 - 24"
"11020",2016,"Alaska","Percent of adults who engage in no leisure-time physical activity",21.2,"35 - 44"
"11021",2016,"North Dakota","Percent of adults aged 18 years and older who have obesity",32.1,"65 or older"
"11022",2016,"Montana","Percent of adults aged 18 years and older who have an overweight classification",37.9,"35 - 44"
"11023",2016,"South Dakota","Percent of adults aged 18 years and older who have an overweight classification",42.3,"65 or older"
"11024",2016,"California","Percent of adults aged 18 years and older who have obesity",23.2,"25 - 34"
"11025",2016,"Minnesota","Percent of adults aged 18 years and older who have an overweight classification",38.8,"35 - 44"
"11026",2016,"Michigan","Percent of adults who engage in no leisure-time physical activity",21.8,"35 - 44"
"11027",2016,"Arkansas","Percent of adults aged 18 years and older who have obesity",28.6,"18 - 24"
"11028",2016,"South Carolina","Percent of adults aged 18 years and older who have obesity",41.7,"45 - 54"
"11029",2016,"Rhode Island","Percent of adults who engage in no leisure-time physical activity",16.5,"18 - 24"
"11030",2016,"Maine","Percent of adults who engage in no leisure-time physical activity",28.6,"65 or older"
"11031",2016,"Louisiana","Percent of adults who engage in no leisure-time physical activity",20.9,"18 - 24"
"11032",2016,"Rhode Island","Percent of adults aged 18 years and older who have obesity",27.1,"35 - 44"
"11033",2016,"Oregon","Percent of adults aged 18 years and older who have obesity",35.4,"45 - 54"
"11034",2016,"Nebraska","Percent of adults who engage in no leisure-time physical activity",15.3,"25 - 34"
"11035",2016,"North Dakota","Percent of adults aged 18 years and older who have obesity",38.3,"45 - 54"
"11036",2016,"Utah","Percent of adults who engage in no leisure-time physical activity",25.5,"65 or older"
"11037",2016,"Connecticut","Percent of adults aged 18 years and older who have obesity",29.7,"35 - 44"
"11038",2016,"Oklahoma","Percent of adults who engage in no leisure-time physical activity",33.5,"55 - 64"
"11039",2016,"Utah","Percent of adults aged 18 years and older who have obesity",29,"35 - 44"
"11040",2016,"Arkansas","Percent of adults who engage in no leisure-time physical activity",11.8,"18 - 24"
"11041",2016,"North Carolina","Percent of adults who engage in no leisure-time physical activity",20,"35 - 44"
"11042",2016,"Utah","Percent of adults aged 18 years and older who have obesity",34.5,"55 - 64"
"11043",2016,"New Mexico","Percent of adults who engage in no leisure-time physical activity",22.8,"45 - 54"
"11044",2016,"Maryland","Percent of adults who engage in no leisure-time physical activity",21.3,"35 - 44"
"11045",2016,"New Hampshire","Percent of adults who engage in no leisure-time physical activity",9.4,"18 - 24"
"11046",2016,"Alabama","Percent of adults who engage in no leisure-time physical activity",32.3,"45 - 54"
"11047",2016,"Indiana","Percent of adults aged 18 years and older who have an overweight classification",25.1,"18 - 24"
"11048",2016,"Wisconsin","Percent of adults aged 18 years and older who have an overweight classification",34.7,"35 - 44"
"11049",2016,"Michigan","Percent of adults aged 18 years and older who have an overweight classification",38.2,"65 or older"
"11050",2016,"California","Percent of adults who engage in no leisure-time physical activity",18.9,"35 - 44"
"11051",2016,"Montana","Percent of adults aged 18 years and older who have an overweight classification",42.5,"65 or older"
"11052",2016,"Arkansas","Percent of adults aged 18 years and older who have obesity",42.7,"45 - 54"
"11053",2016,"Utah","Percent of adults aged 18 years and older who have an overweight classification",39.3,"65 or older"
"11054",2016,"Kentucky","Percent of adults who engage in no leisure-time physical activity",32.2,"45 - 54"
"11055",2016,"Maryland","Percent of adults aged 18 years and older who have an overweight classification",36.4,"45 - 54"
"11056",2016,"Iowa","Percent of adults aged 18 years and older who have an overweight classification",38,"35 - 44"
"11057",2016,"Idaho","Percent of adults aged 18 years and older who have obesity",21.5,"18 - 24"
"11058",2016,"Nebraska","Percent of adults who engage in no leisure-time physical activity",26.9,"55 - 64"
"11059",2016,"New Mexico","Percent of adults aged 18 years and older who have obesity",31.7,"25 - 34"
"11060",2016,"Washington","Percent of adults aged 18 years and older who have an overweight classification",37.8,"55 - 64"
"11061",2016,"New Jersey","Percent of adults aged 18 years and older who have obesity",33.9,"55 - 64"
"11062",2016,"Colorado","Percent of adults aged 18 years and older who have obesity",25,"35 - 44"
"11063",2016,"Tennessee","Percent of adults aged 18 years and older who have an overweight classification",33.3,"55 - 64"
"11064",2016,"South Carolina","Percent of adults aged 18 years and older who have obesity",31.1,"25 - 34"
"11065",2016,"Texas","Percent of adults who engage in no leisure-time physical activity",26.3,"45 - 54"
"11066",2016,"Kentucky","Percent of adults aged 18 years and older who have obesity",39,"45 - 54"
"11067",2016,"Nevada","Percent of adults who engage in no leisure-time physical activity",23.3,"35 - 44"
"11068",2016,"Maine","Percent of adults who engage in no leisure-time physical activity",11.4,"18 - 24"
"11069",2016,"Iowa","Percent of adults aged 18 years and older who have an overweight classification",35.8,"25 - 34"
"11070",2016,"Wyoming","Percent of adults who engage in no leisure-time physical activity",31.6,"65 or older"
"11071",2016,"Oklahoma","Percent of adults who engage in no leisure-time physical activity",21.3,"25 - 34"
"11072",2016,"Texas","Percent of adults aged 18 years and older who have an overweight classification",38.4,"65 or older"
"11073",2016,"North Carolina","Percent of adults aged 18 years and older who have obesity",36.4,"35 - 44"
"11074",2016,"Delaware","Percent of adults aged 18 years and older who have obesity",30.4,"65 or older"
"11075",2016,"New Mexico","Percent of adults who engage in no leisure-time physical activity",22.5,"55 - 64"
"11076",2016,"West Virginia","Percent of adults aged 18 years and older who have obesity",40.8,"35 - 44"
"11077",2016,"Florida","Percent of adults aged 18 years and older who have obesity",25.8,"65 or older"
"11078",2016,"National","Percent of adults aged 18 years and older who have an overweight classification",25.5,"18 - 24"
"11079",2016,"Michigan","Percent of adults aged 18 years and older who have obesity",28.9,"25 - 34"
"11080",2016,"California","Percent of adults who engage in no leisure-time physical activity",23.2,"55 - 64"
"11081",2016,"Vermont","Percent of adults aged 18 years and older who have obesity",30.7,"35 - 44"
"11082",2016,"Delaware","Percent of adults who engage in no leisure-time physical activity",22.4,"25 - 34"
"11083",2016,"California","Percent of adults aged 18 years and older who have an overweight classification",35.3,"25 - 34"
"11084",2016,"Oklahoma","Percent of adults aged 18 years and older who have an overweight classification",36.6,"25 - 34"
"11085",2016,"Montana","Percent of adults who engage in no leisure-time physical activity",27.2,"65 or older"
"11086",2016,"Hawaii","Percent of adults aged 18 years and older who have obesity",16,"65 or older"
"11087",2016,"Minnesota","Percent of adults aged 18 years and older who have an overweight classification",39.5,"55 - 64"
"11088",2016,"Arkansas","Percent of adults who engage in no leisure-time physical activity",41.1,"45 - 54"
"11089",2016,"Arizona","Percent of adults aged 18 years and older who have obesity",14.4,"18 - 24"
"11090",2016,"Florida","Percent of adults who engage in no leisure-time physical activity",23.3,"25 - 34"
"11091",2016,"Rhode Island","Percent of adults aged 18 years and older who have an overweight classification",38.6,"35 - 44"
"11092",2016,"South Dakota","Percent of adults who engage in no leisure-time physical activity",27.7,"55 - 64"
"11093",2016,"Georgia","Percent of adults aged 18 years and older who have obesity",35.8,"35 - 44"
"11094",2016,"New York","Percent of adults who engage in no leisure-time physical activity",30.1,"55 - 64"
"11095",2016,"Alabama","Percent of adults aged 18 years and older who have an overweight classification",31.1,"25 - 34"
"11096",2016,"Rhode Island","Percent of adults aged 18 years and older who have obesity",25.8,"25 - 34"
"11097",2016,"Maine","Percent of adults aged 18 years and older who have an overweight classification",36.7,"35 - 44"
"11098",2016,"Montana","Percent of adults who engage in no leisure-time physical activity",15.6,"18 - 24"
"11099",2016,"Wisconsin","Percent of adults aged 18 years and older who have an overweight classification",38.2,"45 - 54"
"11100",2016,"District of Columbia","Percent of adults who engage in no leisure-time physical activity",19.5,"55 - 64"
"11101",2016,"Oklahoma","Percent of adults aged 18 years and older who have obesity",36.3,"55 - 64"
"11102",2016,"Oklahoma","Percent of adults aged 18 years and older who have an overweight classification",28.5,"18 - 24"
"11103",2016,"Washington","Percent of adults who engage in no leisure-time physical activity",14.7,"35 - 44"
"11104",2016,"South Dakota","Percent of adults aged 18 years and older who have obesity",34.2,"55 - 64"
"11105",2016,"Hawaii","Percent of adults aged 18 years and older who have obesity",26.3,"25 - 34"
"11106",2016,"Nebraska","Percent of adults aged 18 years and older who have obesity",31.3,"25 - 34"
"11107",2016,"Hawaii","Percent of adults aged 18 years and older who have obesity",13.9,"18 - 24"
"11108",2016,"Massachusetts","Percent of adults aged 18 years and older who have an overweight classification",40.3,"55 - 64"
"11109",2016,"Texas","Percent of adults who engage in no leisure-time physical activity",23.3,"35 - 44"
"11110",2016,"Arkansas","Percent of adults aged 18 years and older who have an overweight classification",18.3,"18 - 24"
"11111",2016,"Louisiana","Percent of adults aged 18 years and older who have obesity",35.3,"65 or older"
"11112",2016,"District of Columbia","Percent of adults aged 18 years and older who have obesity",31.4,"55 - 64"
"11113",2016,"Hawaii","Percent of adults aged 18 years and older who have an overweight classification",34.1,"45 - 54"
"11114",2016,"Wyoming","Percent of adults who engage in no leisure-time physical activity",24.3,"55 - 64"
"11115",2016,"Florida","Percent of adults aged 18 years and older who have an overweight classification",36.3,"55 - 64"
"11116",2016,"Hawaii","Percent of adults who engage in no leisure-time physical activity",18.8,"18 - 24"
"11117",2016,"Michigan","Percent of adults aged 18 years and older who have an overweight classification",26.2,"18 - 24"
"11118",2016,"West Virginia","Percent of adults aged 18 years and older who have an overweight classification",25,"18 - 24"
"11119",2016,"Colorado","Percent of adults who engage in no leisure-time physical activity",16,"45 - 54"
"11120",2016,"New Mexico","Percent of adults aged 18 years and older who have an overweight classification",38.3,"35 - 44"
"11121",2016,"Pennsylvania","Percent of adults aged 18 years and older who have an overweight classification",27.1,"18 - 24"
"11122",2016,"Alabama","Percent of adults who engage in no leisure-time physical activity",21.1,"25 - 34"
"11123",2016,"Massachusetts","Percent of adults aged 18 years and older who have an overweight classification",26.1,"18 - 24"
"11124",2016,"Texas","Percent of adults aged 18 years and older who have obesity",38,"35 - 44"
"11125",2016,"South Dakota","Percent of adults aged 18 years and older who have an overweight classification",27.5,"18 - 24"
"11126",2016,"Michigan","Percent of adults who engage in no leisure-time physical activity",30.3,"65 or older"
"11127",2016,"Virginia","Percent of adults who engage in no leisure-time physical activity",18.6,"18 - 24"
"11128",2016,"Nevada","Percent of adults aged 18 years and older who have an overweight classification",41.3,"45 - 54"
"11129",2016,"New Mexico","Percent of adults aged 18 years and older who have obesity",24,"65 or older"
"11130",2016,"Mississippi","Percent of adults aged 18 years and older who have an overweight classification",35.2,"45 - 54"
"11131",2016,"Colorado","Percent of adults aged 18 years and older who have obesity",21,"65 or older"
"11132",2016,"West Virginia","Percent of adults aged 18 years and older who have an overweight classification",39.6,"65 or older"
"11133",2016,"Colorado","Percent of adults aged 18 years and older who have an overweight classification",36.6,"35 - 44"
"11134",2016,"Arizona","Percent of adults aged 18 years and older who have obesity",34.5,"35 - 44"
"11135",2016,"Louisiana","Percent of adults who engage in no leisure-time physical activity",38.9,"65 or older"
"11136",2016,"Alaska","Percent of adults aged 18 years and older who have obesity",35.3,"65 or older"
"11137",2016,"Utah","Percent of adults aged 18 years and older who have obesity",31.7,"45 - 54"
"11138",2016,"Connecticut","Percent of adults aged 18 years and older who have an overweight classification",37.6,"45 - 54"
"11139",2016,"Washington","Percent of adults who engage in no leisure-time physical activity",13.2,"18 - 24"
"11140",2016,"Alabama","Percent of adults aged 18 years and older who have obesity",43.5,"45 - 54"
"11141",2016,"Montana","Percent of adults aged 18 years and older who have obesity",15.4,"18 - 24"
"11142",2016,"Rhode Island","Percent of adults aged 18 years and older who have obesity",33.7,"55 - 64"
"11143",2016,"Kansas","Percent of adults who engage in no leisure-time physical activity",20.5,"35 - 44"
"11144",2016,"Idaho","Percent of adults who engage in no leisure-time physical activity",14.3,"35 - 44"
"11145",2016,"Colorado","Percent of adults aged 18 years and older who have an overweight classification",25.2,"18 - 24"
"11146",2016,"North Dakota","Percent of adults aged 18 years and older who have an overweight classification",37.1,"35 - 44"
"11147",2016,"Michigan","Percent of adults who engage in no leisure-time physical activity",27.1,"55 - 64"
"11148",2016,"Kansas","Percent of adults aged 18 years and older who have an overweight classification",35.3,"25 - 34"
"11149",2016,"Alaska","Percent of adults who engage in no leisure-time physical activity",11.6,"18 - 24"
"11150",2016,"Colorado","Percent of adults who engage in no leisure-time physical activity",13.4,"25 - 34"
"11151",2016,"North Carolina","Percent of adults aged 18 years and older who have an overweight classification",34.6,"45 - 54"
"11152",2016,"Arizona","Percent of adults aged 18 years and older who have an overweight classification",38.6,"65 or older"
"11153",2016,"Indiana","Percent of adults aged 18 years and older who have obesity",17.6,"18 - 24"
"11154",2016,"North Dakota","Percent of adults who engage in no leisure-time physical activity",17.1,"25 - 34"
"11155",2016,"Maryland","Percent of adults aged 18 years and older who have obesity",28.3,"25 - 34"
"11156",2016,"Ohio","Percent of adults who engage in no leisure-time physical activity",24.1,"45 - 54"
"11157",2016,"Indiana","Percent of adults who engage in no leisure-time physical activity",36.3,"65 or older"
"11158",2016,"North Dakota","Percent of adults aged 18 years and older who have obesity",17.7,"18 - 24"
"11159",2016,"Kentucky","Percent of adults who engage in no leisure-time physical activity",16.9,"18 - 24"
"11160",2016,"Missouri","Percent of adults who engage in no leisure-time physical activity",33.3,"65 or older"
"11161",2016,"Massachusetts","Percent of adults aged 18 years and older who have an overweight classification",40.3,"45 - 54"
"11162",2016,"South Carolina","Percent of adults aged 18 years and older who have obesity",38.2,"35 - 44"
"11163",2016,"Alabama","Percent of adults aged 18 years and older who have an overweight classification",28.4,"18 - 24"
"11164",2016,"North Dakota","Percent of adults aged 18 years and older who have an overweight classification",36.6,"25 - 34"
"11165",2016,"New Mexico","Percent of adults aged 18 years and older who have obesity",33,"45 - 54"
"11166",2016,"South Dakota","Percent of adults who engage in no leisure-time physical activity",26.3,"65 or older"
"11167",2016,"New York","Percent of adults aged 18 years and older who have an overweight classification",39.4,"45 - 54"
"11168",2016,"North Dakota","Percent of adults aged 18 years and older who have obesity",32,"25 - 34"
"11169",2016,"New Jersey","Percent of adults who engage in no leisure-time physical activity",29.1,"35 - 44"
"11170",2016,"Hawaii","Percent of adults aged 18 years and older who have an overweight classification",34,"18 - 24"
"11171",2016,"New Jersey","Percent of adults aged 18 years and older who have obesity",32,"45 - 54"
"11172",2016,"Missouri","Percent of adults aged 18 years and older who have an overweight classification",34.4,"55 - 64"
"11173",2016,"Arizona","Percent of adults aged 18 years and older who have an overweight classification",37.6,"45 - 54"
"11174",2016,"Florida","Percent of adults who engage in no leisure-time physical activity",31,"45 - 54"
"11175",2016,"Tennessee","Percent of adults aged 18 years and older who have an overweight classification",26.3,"18 - 24"
"11176",2016,"New York","Percent of adults aged 18 years and older who have obesity",22.4,"25 - 34"
"11177",2016,"Alaska","Percent of adults aged 18 years and older who have an overweight classification",31.5,"25 - 34"
"11178",2016,"Utah","Percent of adults who engage in no leisure-time physical activity",11.3,"25 - 34"
"11179",2016,"Montana","Percent of adults who engage in no leisure-time physical activity",21.6,"55 - 64"
"11180",2016,"North Carolina","Percent of adults who engage in no leisure-time physical activity",16.6,"25 - 34"
"11181",2016,"Oregon","Percent of adults aged 18 years and older who have an overweight classification",34.1,"35 - 44"
"11182",2016,"West Virginia","Percent of adults who engage in no leisure-time physical activity",23.3,"35 - 44"
"11183",2016,"Massachusetts","Percent of adults aged 18 years and older who have obesity",28.6,"55 - 64"
"11184",2016,"Minnesota","Percent of adults who engage in no leisure-time physical activity",14.9,"25 - 34"
"11185",2016,"New Hampshire","Percent of adults who engage in no leisure-time physical activity",19.1,"45 - 54"
"11186",2016,"Georgia","Percent of adults aged 18 years and older who have obesity",36.7,"45 - 54"
"11187",2016,"Wisconsin","Percent of adults aged 18 years and older who have obesity",35.5,"35 - 44"
"11188",2016,"Vermont","Percent of adults who engage in no leisure-time physical activity",18.5,"45 - 54"
"11189",2016,"Iowa","Percent of adults aged 18 years and older who have obesity",28.2,"25 - 34"
"11190",2016,"District of Columbia","Percent of adults aged 18 years and older who have obesity",17.3,"25 - 34"
"11191",2016,"New Mexico","Percent of adults aged 18 years and older who have an overweight classification",39.7,"45 - 54"
"11192",2016,"Washington","Percent of adults aged 18 years and older who have obesity",27.2,"25 - 34"
"11193",2016,"Arkansas","Percent of adults aged 18 years and older who have an overweight classification",31.8,"25 - 34"
"11194",2016,"New Jersey","Percent of adults aged 18 years and older who have an overweight classification",38.6,"65 or older"
"11195",2016,"Washington","Percent of adults aged 18 years and older who have obesity",32.9,"45 - 54"
"11196",2016,"Idaho","Percent of adults aged 18 years and older who have obesity",30.7,"55 - 64"
"11197",2016,"Kansas","Percent of adults aged 18 years and older who have obesity",19.8,"18 - 24"
"11198",2016,"Maine","Percent of adults who engage in no leisure-time physical activity",21.8,"55 - 64"
"11199",2016,"Iowa","Percent of adults who engage in no leisure-time physical activity",19.6,"35 - 44"
"11200",2016,"New York","Percent of adults aged 18 years and older who have obesity",31.1,"55 - 64"
"11201",2016,"Delaware","Percent of adults who engage in no leisure-time physical activity",17.5,"18 - 24"
"11202",2016,"Arizona","Percent of adults who engage in no leisure-time physical activity",16.3,"25 - 34"
"11203",2016,"Nebraska","Percent of adults aged 18 years and older who have obesity",37.6,"55 - 64"
"11204",2016,"Montana","Percent of adults aged 18 years and older who have an overweight classification",37.8,"55 - 64"
"11205",2016,"Minnesota","Percent of adults aged 18 years and older who have an overweight classification",37.9,"45 - 54"
"11206",2016,"Pennsylvania","Percent of adults aged 18 years and older who have an overweight classification",31.7,"25 - 34"
"11207",2016,"Texas","Percent of adults who engage in no leisure-time physical activity",32.5,"55 - 64"
"11208",2016,"Arkansas","Percent of adults who engage in no leisure-time physical activity",39.4,"65 or older"
"11209",2016,"Michigan","Percent of adults aged 18 years and older who have obesity",36.6,"45 - 54"
"11210",2016,"Vermont","Percent of adults who engage in no leisure-time physical activity",17.3,"35 - 44"
"11211",2016,"Wyoming","Percent of adults who engage in no leisure-time physical activity",19.5,"25 - 34"
"11212",2016,"Vermont","Percent of adults who engage in no leisure-time physical activity",12.1,"18 - 24"
"11213",2016,"Wisconsin","Percent of adults aged 18 years and older who have obesity",35.9,"55 - 64"
"11214",2016,"Montana","Percent of adults aged 18 years and older who have an overweight classification",32.4,"25 - 34"
"11215",2016,"Nevada","Percent of adults aged 18 years and older who have obesity",24.8,"35 - 44"
"11216",2016,"Georgia","Percent of adults aged 18 years and older who have obesity",31,"65 or older"
"11217",2016,"Hawaii","Percent of adults who engage in no leisure-time physical activity",17,"25 - 34"
"11218",2016,"Minnesota","Percent of adults who engage in no leisure-time physical activity",12.7,"18 - 24"
"11219",2016,"New York","Percent of adults who engage in no leisure-time physical activity",18.5,"18 - 24"
"11220",2016,"Pennsylvania","Percent of adults aged 18 years and older who have an overweight classification",33.8,"35 - 44"
"11221",2016,"Wyoming","Percent of adults aged 18 years and older who have an overweight classification",39.5,"45 - 54"
"11222",2016,"Iowa","Percent of adults aged 18 years and older who have an overweight classification",26.4,"18 - 24"
"11223",2016,"New York","Percent of adults aged 18 years and older who have obesity",24.6,"65 or older"
"11224",2016,"Louisiana","Percent of adults aged 18 years and older who have obesity",45.2,"35 - 44"
"11225",2016,"Georgia","Percent of adults aged 18 years and older who have an overweight classification",34.7,"35 - 44"
"11226",2016,"Wyoming","Percent of adults aged 18 years and older who have obesity",25.8,"65 or older"
"11227",2016,"Hawaii","Percent of adults aged 18 years and older who have obesity",26.4,"55 - 64"
"11228",2016,"Maine","Percent of adults aged 18 years and older who have an overweight classification",34.2,"25 - 34"
"11229",2016,"Virginia","Percent of adults aged 18 years and older who have an overweight classification",33.7,"25 - 34"
"11230",2016,"Arizona","Percent of adults who engage in no leisure-time physical activity",24.7,"45 - 54"
"11231",2016,"North Carolina","Percent of adults aged 18 years and older who have an overweight classification",36.1,"25 - 34"
"11232",2016,"Hawaii","Percent of adults who engage in no leisure-time physical activity",18.1,"35 - 44"
"11233",2020,"Ohio","Percent of adults who engage in no leisure-time physical activity",27,"55 - 64"
"11234",2020,"Pennsylvania","Percent of adults aged 18 years and older who have an overweight classification",39,"65 or older"
"11235",2020,"Wisconsin","Percent of adults who engage in no leisure-time physical activity",14.6,"25 - 34"
"11236",2020,"Maryland","Percent of adults who engage in no leisure-time physical activity",20.1,"35 - 44"
"11237",2020,"South Carolina","Percent of adults who engage in no leisure-time physical activity",16.9,"25 - 34"
"11238",2020,"Montana","Percent of adults aged 18 years and older who have an overweight classification",40.4,"65 or older"
"11239",2020,"North Carolina","Percent of adults aged 18 years and older who have obesity",40.8,"45 - 54"
"11240",2020,"Wyoming","Percent of adults aged 18 years and older who have obesity",39.9,"45 - 54"
"11241",2020,"Kansas","Percent of adults aged 18 years and older who have an overweight classification",31.2,"18 - 24"
"11242",2020,"Rhode Island","Percent of adults aged 18 years and older who have obesity",26.4,"65 or older"
"11243",2020,"Arizona","Percent of adults aged 18 years and older who have obesity",36.5,"35 - 44"
"11244",2020,"New Jersey","Percent of adults aged 18 years and older who have an overweight classification",41.2,"45 - 54"
"11245",2020,"Nevada","Percent of adults who engage in no leisure-time physical activity",27.2,"45 - 54"
"11246",2020,"Florida","Percent of adults who engage in no leisure-time physical activity",29,"45 - 54"
"11247",2020,"Maryland","Percent of adults who engage in no leisure-time physical activity",18.8,"25 - 34"
"11248",2020,"New York","Percent of adults aged 18 years and older who have obesity",29.9,"55 - 64"
"11249",2020,"Connecticut","Percent of adults who engage in no leisure-time physical activity",12.9,"18 - 24"
"11250",2020,"New York","Percent of adults aged 18 years and older who have an overweight classification",27.2,"18 - 24"
"11251",2020,"Hawaii","Percent of adults aged 18 years and older who have an overweight classification",36.9,"45 - 54"
"11252",2020,"Utah","Percent of adults aged 18 years and older who have an overweight classification",22.9,"18 - 24"
"11253",2020,"Indiana","Percent of adults aged 18 years and older who have an overweight classification",36.6,"65 or older"
